epoch,s2/acc,s2/loss,step
0,0.375,2.1493682861328125,9
0,0.625,1.318023681640625,19
0,0.5625,1.373748779296875,29
0,0.625,1.3197174072265625,39
0,0.875,0.946807861328125,49
0,0.625,1.36175537109375,59
0,0.5625,1.459747314453125,69
0,0.625,1.43560791015625,79
0,0.75,0.9268341064453125,89
0,0.75,1.14447021484375,99
0,0.5625,1.571502685546875,109
1,0.5625,1.420379638671875,119
1,0.75,1.110595703125,129
1,0.625,1.213897705078125,139
1,0.6875,1.16497802734375,149
1,0.5625,1.4076690673828125,159
1,0.6875,1.08050537109375,169
1,0.625,1.3824005126953125,179
1,0.4375,1.7546539306640625,189
1,0.75,1.116485595703125,199
1,0.625,1.334564208984375,209
1,0.6875,1.0879745483398438,219
1,0.5625,1.32562255859375,229
2,0.6875,0.9907684326171875,239
2,0.875,0.6426773071289062,249
2,0.5,1.672119140625,259
2,0.5,1.626251220703125,269
2,0.8125,0.9825439453125,279
2,0.875,0.6612625122070312,289
2,0.625,1.28118896484375,299
2,0.625,1.218170166015625,309
2,0.625,1.2869949340820312,319
2,0.5625,1.384490966796875,329
2,0.625,1.2823104858398438,339
3,0.6875,1.15570068359375,349
3,0.4375,1.7237396240234375,359
3,0.5625,1.6326217651367188,369
3,0.75,0.951690673828125,379
3,0.6875,1.180206298828125,389
3,0.5,1.4661331176757812,399
3,0.3125,2.3841552734375,409
3,0.75,1.061737060546875,419
3,0.75,0.9667205810546875,429
3,0.5625,1.31243896484375,439
3,0.5,1.5998077392578125,449
3,0.625,1.3445663452148438,459
4,0.625,1.22216796875,469
4,0.625,1.2725372314453125,479
4,0.6875,1.2024383544921875,489
4,0.625,1.4685821533203125,499
4,0.75,0.8988494873046875,509
4,0.6875,1.1334762573242188,519
4,0.625,1.1458740234375,529
4,0.5,1.481719970703125,539
4,0.6875,0.9456787109375,549
4,0.5,1.5560531616210938,559
4,0.5,1.746429443359375,569
4,0.7272727489471436,1.0103205442428589,579
5,0.8125,0.8161773681640625,589
5,0.5,1.628692626953125,599
5,0.625,1.0530853271484375,609
5,0.5,1.4740982055664062,619
5,0.5625,1.1861419677734375,629
5,0.625,1.1986312866210938,639
5,0.625,1.118682861328125,649
5,0.375,1.6221466064453125,659
5,0.5625,1.337646484375,669
5,0.5,1.3885040283203125,679
5,0.8125,1.0192718505859375,689
6,0.8125,0.8486709594726562,699
6,0.625,1.1620025634765625,709
6,0.75,1.2102584838867188,719
6,0.8125,0.8228912353515625,729
6,0.75,0.829345703125,739
6,0.5,1.3255386352539062,749
6,0.5625,1.2720794677734375,759
6,0.3125,2.0767974853515625,769
6,0.625,1.124176025390625,779
6,0.75,1.102874755859375,789
6,0.6875,1.2030487060546875,799
6,0.4375,1.538482666015625,809
7,0.6875,1.1767044067382812,819
7,0.5625,1.2016143798828125,829
7,0.5,1.4337921142578125,839
7,0.625,1.1865081787109375,849
7,0.5625,1.358123779296875,859
7,0.625,1.1634063720703125,869
7,0.875,0.71282958984375,879
7,0.4375,1.4870529174804688,889
7,0.6875,1.138916015625,899
7,0.5625,1.4798355102539062,909
7,0.4375,1.801513671875,919
8,0.6875,0.9700546264648438,929
8,0.4375,1.643157958984375,939
8,0.5625,1.174102783203125,949
8,0.625,1.3216094970703125,959
8,0.75,0.8810043334960938,969
8,0.75,0.709014892578125,979
8,0.5625,1.6721611022949219,989
8,0.5625,1.2214736938476562,999
8,0.625,1.30523681640625,1009
8,0.6875,1.1150665283203125,1019
8,0.375,1.72698974609375,1029
8,0.625,1.2550811767578125,1039
9,0.75,0.827728271484375,1049
9,0.625,1.3030853271484375,1059
9,0.75,1.002471923828125,1069
9,0.625,1.1053466796875,1079
9,0.5,1.3242111206054688,1089
9,0.625,1.42279052734375,1099
9,0.5625,1.3902587890625,1109
9,0.625,1.240875244140625,1119
9,0.6875,1.2142486572265625,1129
9,0.8125,0.8564834594726562,1139
9,0.5625,1.5471954345703125,1149
9,0.5454545617103577,1.1573708057403564,1159
10,0.5,1.533538818359375,1169
10,0.6875,1.180419921875,1179
10,0.625,1.4233016967773438,1189
10,0.5625,1.40728759765625,1199
10,0.5,1.4076080322265625,1209
10,0.75,1.0399627685546875,1219
10,0.875,0.434295654296875,1229
10,0.5,1.184722900390625,1239
10,0.5625,1.2916412353515625,1249
10,0.75,0.9133987426757812,1259
10,0.625,1.1095809936523438,1269
11,0.625,1.2561187744140625,1279
11,0.6875,1.095306396484375,1289
11,0.625,1.31463623046875,1299
11,0.625,1.1641998291015625,1309
11,0.625,1.1195144653320312,1319
11,0.5,1.53887939453125,1329
11,0.5625,1.7780990600585938,1339
11,0.6875,1.0637893676757812,1349
11,0.375,1.8035964965820312,1359
11,0.6875,1.1975936889648438,1369
11,0.625,1.3184661865234375,1379
11,0.5,1.3207626342773438,1389
12,0.5625,1.3615875244140625,1399
12,0.375,1.5208892822265625,1409
12,0.75,0.7652130126953125,1419
12,0.625,1.1043624877929688,1429
12,0.75,0.8532333374023438,1439
12,0.625,1.4934539794921875,1449
12,0.625,1.1816940307617188,1459
12,0.75,0.7962722778320312,1469
12,0.625,1.2659988403320312,1479
12,0.8125,0.8493881225585938,1489
12,0.75,0.8251724243164062,1499
13,0.5625,1.3625869750976562,1509
13,0.5625,1.3502197265625,1519
13,0.625,1.2072067260742188,1529
13,0.75,0.871429443359375,1539
13,0.6875,0.9012222290039062,1549
13,0.6875,0.8621368408203125,1559
13,0.625,1.3464126586914062,1569
13,0.5625,1.359344482421875,1579
13,0.6875,1.058074951171875,1589
13,0.4375,1.7158966064453125,1599
13,0.6875,0.9576568603515625,1609
13,0.75,0.8310775756835938,1619
14,0.5625,1.445465087890625,1629
14,0.625,1.252105712890625,1639
14,0.5625,1.41845703125,1649
14,0.6875,1.1478652954101562,1659
14,0.5625,1.351776123046875,1669
14,0.5625,1.106414794921875,1679
14,0.625,1.0502700805664062,1689
14,0.75,0.7566909790039062,1699
14,0.8125,0.7868194580078125,1709
14,0.5,1.4669113159179688,1719
14,0.8125,0.9677200317382812,1729
14,0.7272727489471436,1.0725208520889282,1739
15,0.8125,0.8220138549804688,1749
15,0.6875,1.0207290649414062,1759
15,0.625,1.1499557495117188,1769
15,0.4375,1.3762969970703125,1779
15,0.6875,1.2756118774414062,1789
15,0.375,1.5875015258789062,1799
15,0.625,1.3672637939453125,1809
15,0.5625,1.3821334838867188,1819
15,0.625,1.0631790161132812,1829
15,0.75,0.9391098022460938,1839
15,0.5,1.2927932739257812,1849
16,0.5625,1.2974700927734375,1859
16,0.5,1.6175460815429688,1869
16,0.625,0.970672607421875,1879
16,0.5625,1.2779541015625,1889
16,0.5,1.6811904907226562,1899
16,0.4375,1.375,1909
16,0.625,1.2732696533203125,1919
16,0.8125,0.9838790893554688,1929
16,0.625,1.2630767822265625,1939
16,0.5,1.2882308959960938,1949
16,0.375,1.5401763916015625,1959
16,0.75,0.7915420532226562,1969
17,0.625,1.1857223510742188,1979
17,0.875,0.8654327392578125,1989
17,0.625,1.2069168090820312,1999
17,0.875,0.5983123779296875,2009
17,0.5625,1.3299407958984375,2019
17,0.8125,1.0316009521484375,2029
17,0.75,0.7675628662109375,2039
17,0.625,1.2403488159179688,2049
17,0.6875,0.928680419921875,2059
17,0.8125,0.7398910522460938,2069
17,0.5625,1.5063018798828125,2079
18,0.5625,1.42333984375,2089
18,0.625,1.0508346557617188,2099
18,0.375,1.778717041015625,2109
18,0.5,1.4632415771484375,2119
18,0.5625,1.298675537109375,2129
18,0.75,0.8847122192382812,2139
18,0.625,1.4703140258789062,2149
18,0.8125,0.7080459594726562,2159
18,0.5625,1.1842880249023438,2169
18,0.6875,1.0222930908203125,2179
18,0.625,1.3711929321289062,2189
18,0.75,0.8326644897460938,2199
19,0.8125,0.7912750244140625,2209
19,0.6875,1.4870834350585938,2219
19,0.4375,1.5850372314453125,2229
19,0.4375,1.3751983642578125,2239
19,0.5,1.8277587890625,2249
19,0.5,1.6448211669921875,2259
19,0.8125,0.871429443359375,2269
19,0.75,0.8605880737304688,2279
19,0.8125,0.9172821044921875,2289
19,0.6875,0.9253463745117188,2299
19,0.5625,1.3559341430664062,2309
19,0.4545454680919647,1.4963157176971436,2319
20,0.6875,0.869232177734375,2329
20,0.625,1.2223434448242188,2339
20,0.75,0.905426025390625,2349
20,0.625,1.0741958618164062,2359
20,0.75,0.9966201782226562,2369
20,0.75,0.7870864868164062,2379
20,0.625,1.408111572265625,2389
20,0.4375,1.813507080078125,2399
20,0.625,1.1408233642578125,2409
20,0.75,0.87640380859375,2419
20,0.75,0.891265869140625,2429
21,0.625,1.1447372436523438,2439
21,0.5,1.3215179443359375,2449
21,0.75,0.9424209594726562,2459
21,0.8125,0.9197311401367188,2469
21,0.75,0.9445266723632812,2479
21,0.75,0.9722061157226562,2489
21,0.75,0.7432861328125,2499
21,0.875,0.5695114135742188,2509
21,0.8125,0.7916259765625,2519
21,0.4375,1.4554901123046875,2529
21,0.5625,1.2460784912109375,2539
21,0.75,0.9360809326171875,2549
22,0.625,1.5224761962890625,2559
22,0.625,1.11627197265625,2569
22,0.6875,1.1437225341796875,2579
22,0.75,0.8753738403320312,2589
22,0.625,1.2374191284179688,2599
22,0.625,1.1575393676757812,2609
22,0.75,0.9136962890625,2619
22,0.5625,1.533172607421875,2629
22,0.625,0.8819122314453125,2639
22,0.625,1.2546310424804688,2649
22,0.4375,1.673431396484375,2659
23,0.75,0.834930419921875,2669
23,0.625,1.5184860229492188,2679
23,0.5,1.2830810546875,2689
23,0.8125,0.8960647583007812,2699
23,0.875,0.6666107177734375,2709
23,0.6875,0.9304351806640625,2719
23,0.75,0.79876708984375,2729
23,0.375,1.4472885131835938,2739
23,0.625,1.4457550048828125,2749
23,0.5625,1.534027099609375,2759
23,0.75,0.8808059692382812,2769
23,0.75,0.8781890869140625,2779
24,0.375,1.7227859497070312,2789
24,0.6875,1.0468063354492188,2799
24,0.5,1.2760543823242188,2809
24,0.6875,0.9869842529296875,2819
24,0.8125,0.7771453857421875,2829
24,0.75,0.9492874145507812,2839
24,0.6875,1.0108718872070312,2849
24,0.4375,1.3012008666992188,2859
24,0.6875,0.9444503784179688,2869
24,0.6875,0.7548370361328125,2879
24,0.4375,1.8031692504882812,2889
24,0.6363636255264282,1.0967463254928589,2899
25,0.6875,0.951690673828125,2909
25,0.5625,1.5472412109375,2919
25,0.8125,0.7502288818359375,2929
25,0.5625,1.4987640380859375,2939
25,0.5625,1.27984619140625,2949
25,0.75,0.8249053955078125,2959
25,0.75,0.7062759399414062,2969
25,0.6875,1.1843719482421875,2979
25,0.6875,1.063568115234375,2989
25,0.875,0.6366958618164062,2999
25,0.5625,1.4471588134765625,3009
26,0.6875,1.1932601928710938,3019
26,0.6875,0.93743896484375,3029
26,0.75,0.9254531860351562,3039
26,0.625,0.9792861938476562,3049
26,0.6875,0.828887939453125,3059
26,0.625,1.3248748779296875,3069
