epoch,s2/acc,s2/loss,step
26,0.6875,0.96502685546875,3079
26,0.375,1.780731201171875,3089
26,0.6875,1.1641845703125,3099
26,0.5625,1.2817764282226562,3109
26,0.6875,1.1679763793945312,3119
26,0.75,0.9062957763671875,3129
27,0.875,0.6060638427734375,3139
27,0.6875,1.1049575805664062,3149
27,0.5625,1.3011932373046875,3159
27,0.75,0.90283203125,3169
27,0.4375,1.52960205078125,3179
27,0.625,1.1674728393554688,3189
27,0.5625,1.1469268798828125,3199
27,0.6875,0.916015625,3209
27,0.75,1.01513671875,3219
27,0.625,1.2931747436523438,3229
27,0.625,1.162933349609375,3239
28,0.625,1.1543121337890625,3249
28,0.75,0.8361358642578125,3259
28,0.8125,0.810943603515625,3269
28,0.625,1.1416244506835938,3279
28,0.4375,1.5965347290039062,3289
28,0.5625,1.0547943115234375,3299
28,0.4375,1.8399581909179688,3309
28,0.5,1.5405502319335938,3319
28,0.875,0.6182174682617188,3329
28,0.625,1.0420608520507812,3339
28,0.625,1.20263671875,3349
28,0.5625,1.3915863037109375,3359
29,0.625,1.1601333618164062,3369
29,0.625,1.1720733642578125,3379
29,0.5625,1.2753753662109375,3389
29,0.75,0.7735977172851562,3399
29,0.75,0.7598648071289062,3409
29,0.5625,1.7697868347167969,3419
29,0.625,1.0603866577148438,3429
29,0.5,1.2405166625976562,3439
29,0.5,1.4473800659179688,3449
29,0.5,1.328155517578125,3459
29,0.5,1.2996673583984375,3469
29,0.8181818723678589,0.7593994140625,3479
